,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,MPG,PlayerFP,GameFP/36,TeamFP,PTS/36,FGA/36,A/36,TOT/36,TO/36,ST/36,BL/36
3554,NBA 2020-2021 Regular Season,22000169,2021-01-13,1629675,Naz Reid,C-F,Minnesota,Memphis,H,N,13.58,3,6,1,3,2,2,1,2,3,0,2,0,2,0,9,27.88,2,22.1,12.25,32.5,224.0,23.85861561119293,15.905743740795288,0.0,7.952871870397644,5.3019145802650955,0.0,0.0
3555,NBA 2020-2021 Regular Season,22000169,2021-01-13,1629633,Jarrett Culver,G-F,Minnesota,Memphis,H,N,10.08,1,2,0,1,0,2,0,2,2,0,2,0,0,0,2,12.18,2,21.2,4.5,16.1,224.0,7.142857142857142,7.142857142857142,0.0,7.142857142857142,0.0,0.0,0.0
3556,NBA 2020-2021 Regular Season,22000170,2021-01-13,2544,LeBron James,F,LA Lakers,Oklahoma City,R,Y,27.48,9,20,5,8,3,4,0,6,6,7,2,0,2,0,26,36.51,0,33.3,45.5,59.6,257.5,34.061135371179034,26.200873362445414,9.170305676855897,7.860262008733625,2.6200873362445414,0.0,0.0
3557,NBA 2020-2021 Regular Season,22000170,2021-01-13,203076,Anthony Davis,F-C,LA Lakers,Oklahoma City,R,Y,24.62,8,13,0,1,2,2,3,4,7,1,0,0,0,0,18,23.81,0,32.9,28.25,41.3,257.5,26.32006498781478,19.008935824532898,1.4622258326563768,10.235580828594639,0.0,0.0,0.0
3558,NBA 2020-2021 Regular Season,22000170,2021-01-13,201188,Marc Gasol,C,LA Lakers,Oklahoma City,R,Y,23.02,1,2,1,1,0,0,1,4,5,1,4,2,1,4,3,5.5,0,19.4,22.75,35.6,257.5,4.691572545612511,3.1277150304083405,1.5638575152041703,7.819287576020852,1.5638575152041703,3.1277150304083405,6.255430060816681
3559,NBA 2020-2021 Regular Season,22000170,2021-01-13,203484,Kentavious Caldwell-Pope,G,LA Lakers,Oklahoma City,R,Y,19.9,4,6,2,4,0,0,0,3,3,1,2,1,0,0,10,12.73,0,23.9,18.25,33.0,257.5,18.090452261306535,10.85427135678392,1.8090452261306533,5.42713567839196,0.0,1.8090452261306533,0.0
3560,NBA 2020-2021 Regular Season,22000170,2021-01-13,203471,Dennis Schroder,G,LA Lakers,Oklahoma City,R,Y,31.95,4,12,1,3,5,6,1,4,5,5,4,1,1,0,14,20.67,0,30.7,29.75,33.5,257.5,15.774647887323944,13.52112676056338,5.633802816901409,5.633802816901409,1.1267605633802817,1.1267605633802817,0.0
3561,NBA 2020-2021 Regular Season,22000170,2021-01-13,1628398,Kyle Kuzma,F,LA Lakers,Oklahoma City,R,N,18.0,3,8,1,4,0,0,3,3,6,2,0,1,1,1,7,21.11,0,24.2,21.5,43.0,257.5,14.0,16.0,4.0,12.0,2.0,2.0,2.0
3562,NBA 2020-2021 Regular Season,22000170,2021-01-13,1627936,Alex Caruso,G,LA Lakers,Oklahoma City,R,N,22.12,2,2,2,2,0,0,0,1,1,2,1,0,2,0,6,7.64,0,17.9,10.25,16.7,257.5,9.764918625678119,3.2549728752260396,3.2549728752260396,1.6274864376130198,3.2549728752260396,0.0,0.0
3563,NBA 2020-2021 Regular Season,22000170,2021-01-13,1626149,Montrezl Harrell,F-C,LA Lakers,Oklahoma City,R,N,24.92,8,12,0,1,5,8,2,4,6,0,2,0,1,1,21,27.99,0,24.5,30.0,43.3,257.5,30.337078651685392,17.335473515248793,0.0,8.667736757624397,1.4446227929373996,0.0,1.4446227929373996
3564,NBA 2020-2021 Regular Season,22000170,2021-01-13,202693,Markieff Morris,F,LA Lakers,Oklahoma City,R,N,23.47,4,9,3,8,0,0,0,7,7,2,0,0,0,0,11,16.19,0,14.5,24.25,37.2,257.5,16.872603323391566,13.804857264593098,3.067746058798466,10.737111205794632,0.0,0.0,0.0
3565,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629659,Talen Horton-Tucker,G,LA Lakers,Oklahoma City,R,N,13.4,1,5,0,3,2,2,1,1,2,4,1,0,1,0,4,21.68,0,15.8,12.0,32.2,257.5,10.746268656716417,13.432835820895521,10.746268656716417,5.3731343283582085,2.6865671641791042,0.0,0.0
3566,NBA 2020-2021 Regular Season,22000170,2021-01-13,1626188,Quinn Cook,G,LA Lakers,Oklahoma City,R,N,5.98,1,3,1,1,0,0,0,1,1,1,0,1,0,0,3,21.19,0,3.5,8.25,49.7,257.5,18.06020066889632,18.06020066889632,6.020066889632107,6.020066889632107,0.0,6.020066889632107,0.0
3567,NBA 2020-2021 Regular Season,22000170,2021-01-13,1628035,Alfonzo McKinnie,F,LA Lakers,Oklahoma City,R,N,5.17,2,3,1,1,0,0,1,0,1,0,0,0,0,0,5,24.5,0,3.2,6.75,47.0,257.5,34.81624758220503,20.889748549323016,0.0,6.963249516441007,0.0,0.0,0.0
3568,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629652,Luguentz Dort,G,Oklahoma City,LA Lakers,H,Y,24.65,3,8,3,6,0,0,0,1,1,1,2,0,1,0,9,16.63,0,29.1,12.75,18.6,205.5,13.144016227180527,11.683569979716024,1.460446247464503,1.460446247464503,1.460446247464503,0.0,0.0
3569,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629647,Darius Bazley,F-G,Oklahoma City,LA Lakers,H,Y,24.58,1,5,0,3,1,2,1,4,5,0,2,1,1,0,3,12.75,0,29.6,10.75,15.7,205.5,4.393816110659072,7.323026851098454,0.0,7.323026851098454,1.464605370219691,1.464605370219691,0.0
3570,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629676,Isaiah Roby,F,Oklahoma City,LA Lakers,H,Y,24.15,4,7,0,0,3,4,2,7,9,4,2,0,2,0,11,20.3,0,19.8,27.25,40.6,205.5,16.39751552795031,10.434782608695652,5.962732919254658,13.416149068322984,2.981366459627329,0.0,0.0
3571,NBA 2020-2021 Regular Season,22000170,2021-01-13,1628983,Shai Gilgeous-Alexander,G-F,Oklahoma City,LA Lakers,H,Y,27.27,5,12,1,3,6,7,0,2,2,1,1,0,2,0,17,28.54,0,33.6,20.5,27.1,205.5,22.442244224422442,15.841584158415841,1.3201320132013203,2.6402640264026407,2.6402640264026407,0.0,0.0
3572,NBA 2020-2021 Regular Season,22000170,2021-01-13,201588,George Hill,G,Oklahoma City,LA Lakers,H,Y,21.58,4,8,0,1,2,2,0,2,2,2,0,2,0,0,10,18.75,0,26.3,19.5,32.5,205.5,16.682113067655237,13.34569045412419,3.3364226135310475,3.3364226135310475,0.0,3.3364226135310475,0.0
3573,NBA 2020-2021 Regular Season,22000170,2021-01-13,1628977,Hamidou Diallo,G,Oklahoma City,LA Lakers,H,N,20.28,4,6,1,1,0,0,0,5,5,1,4,0,3,1,9,20.22,0,20.2,17.75,31.5,205.5,15.976331360946745,10.650887573964496,1.7751479289940826,8.875739644970414,5.325443786982248,0.0,1.7751479289940826
3574,NBA 2020-2021 Regular Season,22000170,2021-01-13,1630177,Theo Maledon,G,Oklahoma City,LA Lakers,H,N,25.78,3,9,1,2,0,0,2,0,2,4,1,0,1,0,7,17.67,0,21.2,15.5,21.6,205.5,9.775019394879752,12.567882079131108,5.585725368502715,2.7928626842513573,1.3964313421256787,0.0,0.0
3575,NBA 2020-2021 Regular Season,22000170,2021-01-13,203488,Mike Muscala,F-C,Oklahoma City,LA Lakers,H,N,18.07,3,9,1,6,0,0,1,3,4,1,3,0,1,0,7,25.21,0,18.0,13.5,26.9,205.5,13.945766463752074,17.930271167681237,1.992252351964582,7.969009407858328,1.992252351964582,0.0,0.0
3576,NBA 2020-2021 Regular Season,22000170,2021-01-13,1630197,Aleksej Pokusevski,C,Oklahoma City,LA Lakers,H,N,20.73,4,9,2,4,0,0,1,3,4,2,2,0,0,3,10,19.78,0,17.2,25.0,43.4,205.5,17.36613603473227,15.629522431259044,3.4732272069464543,6.9464544138929085,0.0,0.0,5.209840810419681
3577,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629026,Kenrich Williams,G-F,Oklahoma City,LA Lakers,H,N,14.62,4,5,1,2,0,0,1,4,5,4,2,1,0,1,9,15.58,0,12.1,25.75,63.4,205.5,22.161422708618332,12.311901504787963,9.849521203830369,12.311901504787963,0.0,2.462380300957592,2.462380300957592
3578,NBA 2020-2021 Regular Season,22000170,2021-01-13,1630221,Josh Hall,F,Oklahoma City,LA Lakers,H,N,7.15,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,19.12,8,7.3,3.0,15.1,205.5,0.0,15.104895104895105,10.069930069930068,0.0,0.0,0.0,0.0
3579,NBA 2020-2021 Regular Season,22000170,2021-01-13,1629650,Moses Brown,C,Oklahoma City,LA Lakers,H,N,5.98,2,3,0,0,2,2,1,2,3,1,2,0,0,1,6,29.56,2,4.4,13.25,79.8,205.5,36.12040133779264,18.06020066889632,6.020066889632107,18.06020066889632,0.0,0.0,6.020066889632107
3580,NBA 2020-2021 Regular Season,22000170,2021-01-13,1628382,Justin Jackson,F,Oklahoma City,LA Lakers,H,N,5.17,0,2,0,2,1,2,0,0,0,0,0,0,0,0,1,25.38,0,11.5,1.0,7.0,205.5,6.963249516441007,13.926499032882013,0.0,0.0,0.0,0.0,0.0
3581,NBA 2020-2021 Regular Season,22000172,2021-01-13,1628404,Josh Hart,G,New Orleans,LA Clippers,R,Y,38.28,3,9,0,4,0,2,1,6,7,3,2,0,1,0,6,13.11,4,27.6,18.75,17.6,209.5,5.642633228840125,8.463949843260188,2.8213166144200623,6.58307210031348,0.9404388714733541,0.0,0.0
3582,NBA 2020-2021 Regular Season,22000172,2021-01-13,1627742,Brandon Ingram,F,New Orleans,LA Clippers,R,Y,38.35,8,19,0,2,6,6,2,4,6,3,4,0,4,2,22,30.85,4,34.9,36.0,33.8,209.5,20.651890482398954,17.83572359843546,2.8161668839634943,5.632333767926989,3.754889178617992,0.0,1.877444589308996
3583,NBA 2020-2021 Regular Season,22000172,2021-01-13,203500,Steven Adams,C,New Orleans,LA Clippers,R,Y,28.98,6,7,0,0,0,2,3,3,6,5,3,0,1,1,12,14.14,4,30.3,28.5,35.4,209.5,14.906832298136646,8.695652173913043,6.211180124223603,7.453416149068323,1.2422360248447204,0.0,1.2422360248447204
3584,NBA 2020-2021 Regular Season,22000172,2021-01-13,1628414,Sindarius Thornwell,G,New Orleans,LA Clippers,R,Y,19.07,0,3,0,0,0,0,0,1,1,0,2,1,0,0,0,7.26,12,6.9,3.25,6.1,209.5,0.0,5.663345568956476,0.0,1.8877818563188253,0.0,1.8877818563188253,0.0
3585,NBA 2020-2021 Regular Season,22000172,2021-01-13,1629638,Nickeil Alexander-Walker,G,New Orleans,LA Clippers,R,Y,33.23,15,23,5,8,2,2,0,8,8,1,2,1,1,0,37,34.54,4,21.6,52.5,56.9,209.5,40.08426120975023,24.917243454709602,1.0833584110743306,8.666867288594645,1.0833584110743306,1.0833584110743306,0.0
3586,NBA 2020-2021 Regular Season,22000172,2021-01-13,1629740,Nicolo Melli,F,New Orleans,LA Clippers,R,N,19.37,1,4,1,4,0,0,1,2,3,1,2,1,0,0,3,9.53,4,11.7,10.75,20.0,209.5,5.575632421270004,7.43417656169334,1.858544140423335,5.575632421270004,0.0,1.858544140423335,0.0
3587,NBA 2020-2021 Regular Season,22000172,2021-01-13,200755,JJ Redick,G,New Orleans,LA Clippers,R,N,28.13,4,11,2,7,2,2,0,5,5,3,1,1,1,0,12,21.12,4,20.0,25.25,32.3,209.5,15.3572698186989,14.077497333807324,3.839317454674725,6.3988624244578745,1.279772484891575,1.279772484891575,0.0
3588,NBA 2020-2021 Regular Season,22000172,2021-01-13,1629637,Jaxson Hayes,C-F,New Orleans,LA Clippers,R,N,19.02,2,6,0,0,0,0,5,5,10,2,1,0,0,0,4,14.55,4,12.9,19.5,36.9,209.5,7.570977917981073,11.356466876971608,3.7854889589905363,18.927444794952685,0.0,0.0,0.0
3589,NBA 2020-2021 Regular Season,22000172,2021-01-13,1630184,Kira Lewis Jr.,G,New Orleans,LA Clippers,R,N,15.57,3,6,2,3,2,2,0,2,2,0,2,0,1,1,10,23.35,12,8.7,15.0,34.7,209.5,23.121387283236995,13.872832369942197,0.0,4.624277456647398,2.312138728323699,0.0,2.312138728323699
3590,NBA 2020-2021 Regular Season,22000172,2021-01-13,202695,Kawhi Leonard,F,LA Clippers,New Orleans,H,Y,38.85,8,18,2,4,10,11,1,5,6,9,1,2,2,0,28,32.01,2,34.1,53.0,49.1,219.0,25.945945945945944,16.679536679536678,8.339768339768339,5.559845559845559,1.8532818532818531,1.8532818532818531,0.0
3591,NBA 2020-2021 Regular Season,22000172,2021-01-13,201587,Nicolas Batum,G-F,LA Clippers,New Orleans,H,Y,27.5,3,7,3,7,0,0,0,2,2,4,5,0,0,0,9,12.74,2,29.1,19.0,24.9,219.0,11.781818181818181,9.163636363636362,5.236363636363636,2.618181818181818,0.0,0.0,0.0
3592,NBA 2020-2021 Regular Season,22000172,2021-01-13,201586,Serge Ibaka,F,LA Clippers,New Orleans,H,Y,26.2,5,8,1,2,1,1,0,3,3,2,2,0,2,2,12,19.95,2,25.0,22.25,30.6,219.0,16.48854961832061,10.992366412213741,2.7480916030534353,4.122137404580153,2.7480916030534353,0.0,2.7480916030534353
3593,NBA 2020-2021 Regular Season,22000172,2021-01-13,202331,Paul George,F,LA Clippers,New Orleans,H,Y,38.37,8,16,5,9,6,7,0,6,6,6,0,0,3,1,27,28.81,2,33.9,46.5,43.6,219.0,25.332290852228304,15.011727912431587,5.629397967161846,5.629397967161846,2.814698983580923,0.0,0.9382329945269742
3594,NBA 2020-2021 Regular Season,22000172,2021-01-13,201976,Patrick Beverley,G,LA Clippers,New Orleans,H,Y,36.63,3,8,3,7,1,2,1,5,6,2,3,2,1,2,10,13.5,2,25.6,29.5,29.0,219.0,9.828009828009826,7.862407862407862,1.9656019656019654,5.896805896805897,0.9828009828009827,1.9656019656019654,1.9656019656019654
3595,NBA 2020-2021 Regular Season,22000172,2021-01-13,1628379,Luke Kennard,G,LA Clippers,New Orleans,H,N,20.92,2,3,2,3,0,0,0,1,1,1,0,0,0,1,6,7.18,2,22.8,11.75,20.2,219.0,10.325047801147226,5.162523900573613,1.7208413001912046,1.7208413001912046,0.0,0.0,1.7208413001912046
3596,NBA 2020-2021 Regular Season,22000172,2021-01-13,1627826,Ivica Zubac,C,LA Clippers,New Orleans,H,N,21.8,3,3,0,0,3,4,1,6,7,1,3,0,1,0,9,13.23,2,18.9,18.75,31.0,219.0,14.862385321100916,4.954128440366973,1.6513761467889907,11.559633027522935,1.6513761467889907,0.0,0.0
3597,NBA 2020-2021 Regular Season,22000172,2021-01-13,202694,Marcus Morris Sr.,F,LA Clippers,New Orleans,H,N,20.5,3,8,2,4,0,0,0,3,3,0,2,0,1,0,8,21.98,2,23.6,12.25,21.5,219.0,14.048780487804878,14.048780487804878,0.0,5.268292682926829,1.7560975609756098,0.0,0.0
3598,NBA 2020-2021 Regular Season,22000172,2021-01-13,101150,Lou Williams,G,LA Clippers,New Orleans,H,N,9.23,0,3,0,1,2,2,0,2,2,1,0,0,0,0,2,21.04,2,19.8,6.0,23.4,219.0,7.800650054171181,11.70097508125677,3.9003250270855907,7.800650054171181,0.0,0.0,0.0
3599,NBA 2020-2021 Regular Season,22000173,2021-01-13,1627884,Derrick Jones Jr.,F,Portland,Sacramento,R,Y,22.25,3,5,1,3,1,2,2,2,4,0,4,0,0,0,8,11.54,1,27.4,13.5,21.8,263.0,12.9438202247191,8.089887640449438,0.0,6.47191011235955,0.0,0.0,0.0
3600,NBA 2020-2021 Regular Season,22000173,2021-01-13,203496,Robert Covington,F,Portland,Sacramento,R,Y,31.37,4,12,4,7,0,0,2,4,6,0,4,0,2,0,12,19.5,1,30.3,20.5,23.5,263.0,13.771118903410901,13.771118903410901,0.0,6.885559451705451,2.295186483901817,0.0,0.0
3601,NBA 2020-2021 Regular Season,22000173,2021-01-13,203994,Jusuf Nurkic,C,Portland,Sacramento,R,Y,30.28,6,8,0,0,6,9,4,8,12,0,5,2,3,3,18,21.58,1,23.4,41.5,49.3,263.0,21.400264200792602,9.5112285336856,0.0,14.266842800528401,3.5667107001321003,2.3778071334214,3.5667107001321003
3602,NBA 2020-2021 Regular Season,22000173,2021-01-13,203468,CJ McCollum,G,Portland,Sacramento,R,Y,42.55,10,23,6,16,2,4,2,5,7,10,3,0,1,0,28,26.45,1,33.8,54.25,45.9,263.0,23.689776733254995,19.45945945945946,8.46063454759107,5.922444183313749,0.8460634547591069,0.0,0.0
3603,NBA 2020-2021 Regular Season,22000173,2021-01-13,203081,Damian Lillard,G,Portland,Sacramento,R,Y,41.97,11,23,6,15,12,12,0,1,1,13,2,3,0,0,40,29.44,1,36.3,69.75,59.8,263.0,34.31022158684775,19.728377412437457,11.150822015725518,0.8577555396711937,0.0,2.573266619013581,0.0
3604,NBA 2020-2021 Regular Season,22000173,2021-01-13,2546,Carmelo Anthony,F,Portland,Sacramento,R,N,20.38,2,4,2,2,0,0,0,2,2,1,2,1,1,1,6,10.72,1,25.9,14.5,25.6,263.0,10.598626104023554,7.065750736015701,1.7664376840039253,3.5328753680078506,1.7664376840039253,1.7664376840039253,1.7664376840039253
3605,NBA 2020-2021 Regular Season,22000173,2021-01-13,1629018,Gary Trent Jr.,G-F,Portland,Sacramento,R,N,23.47,6,8,4,5,0,0,1,0,1,4,1,2,0,0,16,14.89,1,26.8,29.25,44.9,263.0,24.54196847038773,12.270984235193865,6.135492117596932,1.533873029399233,0.0,3.067746058798466,0.0
3606,NBA 2020-2021 Regular Season,22000173,2021-01-13,203918,Rodney Hood,G-F,Portland,Sacramento,R,N,10.17,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,8.59,1,16.2,2.0,7.1,263.0,0.0,7.079646017699115,0.0,0.0,0.0,0.0,3.5398230088495577
3607,NBA 2020-2021 Regular Season,22000173,2021-01-13,202683,Enes Kanter,C,Portland,Sacramento,R,N,17.57,2,5,0,0,0,0,1,4,5,0,1,1,1,3,4,14.92,1,22.3,17.75,36.4,263.0,8.19578827546955,10.244735344336938,0.0,10.244735344336938,2.0489470688673874,2.0489470688673874,6.146841206602162
3608,NBA 2020-2021 Regular Season,22000173,2021-01-13,203084,Harrison Barnes,F,Sacramento,Portland,H,Y,35.2,3,9,0,2,5,6,1,5,6,3,1,1,4,0,11,19.67,1,35.3,23.0,23.5,246.0,11.25,9.204545454545455,3.068181818181818,6.136363636363636,4.090909090909091,1.0227272727272727,0.0
3609,NBA 2020-2021 Regular Season,22000173,2021-01-13,1628963,Marvin Bagley III,F,Sacramento,Portland,H,Y,19.13,4,5,1,2,2,4,0,6,6,1,3,0,0,0,11,15.64,1,26.0,20.5,38.6,246.0,20.700470465237846,9.409304756926295,1.8818609513852589,11.291165708311553,0.0,0.0,0.0
3610,NBA 2020-2021 Regular Season,22000173,2021-01-13,1626158,Richaun Holmes,F,Sacramento,Portland,H,Y,34.68,6,6,0,0,5,6,2,7,9,6,4,0,0,1,17,11.03,1,30.4,39.25,40.7,246.0,17.64705882352941,6.228373702422146,6.228373702422146,9.342560553633216,0.0,0.0,1.0380622837370241
3611,NBA 2020-2021 Regular Season,22000173,2021-01-13,1627741,Buddy Hield,G,Sacramento,Portland,H,Y,38.25,9,21,8,18,0,0,0,6,6,5,5,1,0,0,26,24.3,1,34.2,47.0,44.2,246.0,24.47058823529412,19.764705882352942,4.705882352941177,5.647058823529411,0.0,0.9411764705882353,0.0
3612,NBA 2020-2021 Regular Season,22000173,2021-01-13,1628368,De'Aaron Fox,G,Sacramento,Portland,H,Y,36.38,9,18,5,8,6,8,2,4,6,6,1,1,2,0,29,28.61,1,31.9,49.0,48.5,246.0,28.69708631115998,17.81198460692688,5.937328202308961,5.937328202308961,1.9791094007696537,0.9895547003848268,0.0
3613,NBA 2020-2021 Regular Season,22000173,2021-01-13,1630169,Tyrese Haliburton,G,Sacramento,Portland,H,N,31.2,7,10,3,4,0,0,1,4,5,9,1,1,4,0,17,19.86,1,28.6,38.25,44.1,246.0,19.615384615384617,11.53846153846154,10.384615384615385,5.76923076923077,4.615384615384616,1.153846153846154,0.0
3614,NBA 2020-2021 Regular Season,22000173,2021-01-13,203922,Glenn Robinson III,F,Sacramento,Portland,H,N,14.73,1,3,1,1,0,0,0,0,0,2,1,0,0,0,3,9.01,1,16.7,6.5,15.9,246.0,7.331975560081466,7.331975560081466,4.887983706720978,0.0,0.0,0.0,0.0
3615,NBA 2020-2021 Regular Season,22000173,2021-01-13,202709,Cory Joseph,G,Sacramento,Portland,H,N,17.25,1,5,1,3,0,0,1,1,2,2,1,0,1,0,3,15.39,1,19.5,8.5,17.7,246.0,6.260869565217391,10.434782608695652,4.173913043478261,4.173913043478261,2.0869565217391304,0.0,0.0
3616,NBA 2020-2021 Regular Season,22000173,2021-01-13,202355,Hassan Whiteside,C,Sacramento,Portland,H,N,9.68,3,6,0,0,1,2,1,1,2,1,0,0,1,1,7,36.03,1,14.1,12.5,46.5,246.0,26.033057851239672,22.31404958677686,3.71900826446281,7.43801652892562,3.71900826446281,0.0,3.71900826446281
3617,NBA 2020-2021 Regular Season,22000173,2021-01-13,1629002,Chimezie Metu,F-C,Sacramento,Portland,H,N,3.48,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,25.44,3,7.7,1.5,15.5,246.0,20.689655172413794,10.344827586206897,0.0,0.0,10.344827586206897,0.0,0.0
3618,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629130,Duncan Robinson,F,Miami,Philadelphia,R,Y,33.95,9,14,4,8,0,0,0,2,2,1,3,0,3,0,22,21.38,1,34.2,26.5,28.1,207.25,23.328424153166416,14.845360824742267,1.060382916053019,2.120765832106038,3.1811487481590572,0.0,0.0
3619,NBA 2020-2021 Regular Season,22000174,2021-01-14,203482,Kelly Olynyk,F-C,Miami,Philadelphia,R,Y,38.87,5,13,1,7,1,2,2,4,6,4,2,1,2,0,12,17.44,1,26.5,27.0,25.0,207.25,11.113969642397736,12.040133779264213,3.704656547465912,5.556984821198868,1.852328273732956,0.926164136866478,0.0
3620,NBA 2020-2021 Regular Season,22000174,2021-01-14,1630173,Precious Achiuwa,F,Miami,Philadelphia,R,Y,27.4,4,6,0,0,2,6,5,6,11,2,1,0,2,0,10,16.58,1,15.9,25.75,33.8,207.25,13.138686131386862,7.883211678832117,2.6277372262773726,14.452554744525548,2.6277372262773726,0.0,0.0
3621,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629639,Tyler Herro,G,Miami,Philadelphia,R,Y,31.85,7,16,1,2,2,3,0,6,6,3,1,1,3,0,17,27.24,1,34.1,30.0,33.9,207.25,19.215070643642072,18.084772370486654,3.3908948194662476,6.781789638932495,3.3908948194662476,1.1302982731554159,0.0
3622,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629216,Gabe Vincent,G,Miami,Philadelphia,R,Y,34.58,6,17,4,11,5,6,0,2,2,8,3,0,5,0,21,30.42,1,20.8,35.0,36.4,207.25,21.862348178137655,17.69809138230191,8.328513591671486,2.0821283979178715,5.205320994794679,0.0,0.0
3623,NBA 2020-2021 Regular Season,22000174,2021-01-14,2738,Andre Iguodala,G-F,Miami,Philadelphia,R,N,25.0,1,1,0,0,0,0,0,3,3,8,1,0,2,0,2,5.12,1,20.8,16.75,24.1,207.25,2.88,1.44,11.52,4.32,2.88,0.0,0.0
3624,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629735,Chris Silva,F,Miami,Philadelphia,R,N,20.6,4,6,0,0,5,6,1,3,4,1,5,1,3,1,13,24.12,1,8.8,22.0,38.4,207.25,22.718446601941746,10.485436893203882,1.7475728155339805,6.990291262135922,5.242718446601941,1.7475728155339805,1.7475728155339805
3625,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629622,Max Strus,G-F,Miami,Philadelphia,R,N,27.75,4,8,2,6,1,3,1,6,7,1,3,1,0,0,11,14.34,1,15.0,24.25,31.5,207.25,14.27027027027027,10.378378378378379,1.2972972972972974,9.08108108108108,0.0,1.2972972972972974,0.0
3626,NBA 2020-2021 Regular Season,22000174,2021-01-14,201980,Danny Green,G,Philadelphia,Miami,H,Y,25.47,4,8,4,7,0,0,1,5,6,3,1,1,1,0,12,15.34,1,27.9,27.5,38.9,244.75,16.96113074204947,11.307420494699647,4.240282685512367,8.480565371024735,1.4134275618374559,1.4134275618374559,0.0
3627,NBA 2020-2021 Regular Season,22000174,2021-01-14,202699,Tobias Harris,F,Philadelphia,Miami,H,Y,29.8,7,13,2,4,2,2,0,4,4,2,2,1,0,0,18,20.22,6,33.6,29.0,35.0,244.75,21.74496644295302,15.70469798657718,2.4161073825503356,4.832214765100671,0.0,1.2080536912751678,0.0
3628,NBA 2020-2021 Regular Season,22000174,2021-01-14,203954,Joel Embiid,C-F,Philadelphia,Miami,H,Y,23.6,3,8,1,2,2,4,0,5,5,1,1,1,3,0,9,23.48,1,31.7,17.75,27.1,244.75,13.728813559322033,12.203389830508474,1.5254237288135593,7.627118644067796,4.576271186440678,1.5254237288135593,0.0
3629,NBA 2020-2021 Regular Season,22000174,2021-01-14,1630178,Tyrese Maxey,G,Philadelphia,Miami,H,Y,25.67,6,10,1,3,2,2,1,0,1,1,2,1,2,0,15,21.79,1,18.9,19.25,27.0,244.75,21.03622906116089,14.02415270744059,1.4024152707440591,1.4024152707440591,2.8048305414881183,1.4024152707440591,0.0
3630,NBA 2020-2021 Regular Season,22000174,2021-01-14,1627732,Ben Simmons,G-F,Philadelphia,Miami,H,Y,34.43,4,8,0,1,2,2,2,8,10,12,4,3,5,0,10,17.5,1,32.7,44.0,46.0,244.75,10.455997676444962,8.364798141155969,12.547197211733954,10.455997676444962,5.227998838222481,3.1367993029334884,0.0
3631,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629003,Shake Milton,G-F,Philadelphia,Miami,H,N,27.35,11,15,3,4,6,6,0,2,2,7,2,2,1,1,31,29.59,6,24.7,51.0,67.1,244.75,40.804387568555754,19.744058500914075,9.213893967093236,2.6325411334552102,1.3162705667276051,2.6325411334552102,1.3162705667276051
3632,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629680,Matisse Thybulle,G-F,Philadelphia,Miami,H,N,17.25,2,7,2,6,2,4,0,1,1,0,3,4,2,1,8,27.08,6,16.1,19.25,40.2,244.75,16.695652173913043,14.608695652173914,0.0,2.0869565217391304,4.173913043478261,8.347826086956522,2.0869565217391304
3633,NBA 2020-2021 Regular Season,22000174,2021-01-14,203118,Mike Scott,F,Philadelphia,Miami,H,N,5.17,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0.0,1,19.2,2.5,17.4,244.75,0.0,0.0,0.0,13.926499032882013,0.0,0.0,0.0
3634,NBA 2020-2021 Regular Season,22000174,2021-01-14,2730,Dwight Howard,C-F,Philadelphia,Miami,H,N,22.03,2,2,0,0,4,4,1,3,4,0,4,1,2,0,8,11.35,1,17.7,14.0,22.9,244.75,13.073082160689967,3.268270540172492,0.0,6.536541080344984,3.268270540172492,1.634135270086246,0.0
3635,NBA 2020-2021 Regular Season,22000174,2021-01-14,1630198,Isaiah Joe,G,Philadelphia,Miami,H,N,19.37,4,8,4,8,0,0,0,0,0,0,1,0,0,1,12,17.93,1,16.9,16.0,29.7,244.75,22.302529685080017,14.86835312338668,0.0,0.0,0.0,0.0,1.858544140423335
3636,NBA 2020-2021 Regular Season,22000174,2021-01-14,1629751,Dakota Mathias,G,Philadelphia,Miami,H,N,2.57,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,16.89,1,15.4,1.5,21.0,244.75,0.0,14.007782101167315,14.007782101167315,0.0,0.0,0.0,0.0
